part_name,category,part_number,manufacturer,description,price,quantity,min_stock,car_model,year,supplier,is_available
Oil Filter,Brakes,SP4449,Mercedes,High-quality Oil Filter suitable for Mercedes C-Class 2003.,163.36,22,2,C-Class,2003,Precision Auto,True
Power Steering Pump,Body,SP4509,Chevrolet,High-quality Power Steering Pump suitable for Chevrolet Malibu 2006.,329.08,3,4,Malibu,2006,Quality Auto,True
Starter Motor,Brakes,SP1325,Hyundai,High-quality Starter Motor suitable for Hyundai Sonata 2021.,580.93,62,5,Sonata,2021,Precision Auto,True
Brake Pads,Body,SP8938,Kia,High-quality Brake Pads suitable for Kia Forte 2004.,722.19,25,2,Forte,2004,FastTrack Motors,True
EGR Valve,Engine,SP1332,Volkswagen,High-quality EGR Valve suitable for Volkswagen Passat 2021.,392.43,90,1,Passat,2021,Quality Auto,True
Exhaust Muffler,Suspension,SP7165,Nissan,High-quality Exhaust Muffler suitable for Nissan Altima 2003.,499.9,93,2,Altima,2003,Precision Auto,True
Wheel Bearing,Suspension,SP5633,BMW,High-quality Wheel Bearing suitable for BMW X3 2020.,205.6,24,4,X3,2020,Elite Car Parts,True
Oil Filter,Suspension,SP2459,Honda,High-quality Oil Filter suitable for Honda Pilot 2022.,218.06,41,1,Pilot,2022,Elite Car Parts,True
Crankshaft Position Sensor,Electrical,SP9725,Volkswagen,High-quality Crankshaft Position Sensor suitable for Volkswagen Golf 2019.,805.84,91,5,Golf,2019,FastTrack Motors,True
Strut Assembly,Cooling,SP4278,Volkswagen,High-quality Strut Assembly suitable for Volkswagen Tiguan 2002.,845.24,57,1,Tiguan,2002,Superior Parts Co.,True
Radiator,Suspension,SP3518,Toyota,High-quality Radiator suitable for Toyota RAV4 2009.,369.59,91,3,RAV4,2009,Superior Parts Co.,True
EGR Valve,Cooling,SP7533,Kia,High-quality EGR Valve suitable for Kia Sorento 2013.,341.26,23,4,Sorento,2013,Elite Car Parts,True
Wheel Bearing,Exhaust,SP9977,Mercedes,High-quality Wheel Bearing suitable for Mercedes GLC 2009.,474.95,46,2,GLC,2009,Superior Parts Co.,True
Strut Assembly,Suspension,SP3013,Kia,High-quality Strut Assembly suitable for Kia Sorento 2007.,555.13,89,4,Sorento,2007,Quality Auto,True
Brake Rotor,Cooling,SP4279,Kia,High-quality Brake Rotor suitable for Kia Telluride 2000.,510.99,16,3,Telluride,2000,Elite Car Parts,True
Coolant Hose,Engine,SP9365,Chevrolet,High-quality Coolant Hose suitable for Chevrolet Equinox 2013.,859.09,72,1,Equinox,2013,Superior Parts Co.,True
Oxygen Sensor,Cooling,SP3893,Volkswagen,High-quality Oxygen Sensor suitable for Volkswagen Tiguan 2006.,942.45,19,1,Tiguan,2006,Superior Parts Co.,True
Coolant Hose,Body,SP1745,Honda,High-quality Coolant Hose suitable for Honda Fit 2001.,879.29,16,3,Fit,2001,Quality Auto,True
Ball Joint,Body,SP7089,Mercedes,High-quality Ball Joint suitable for Mercedes C-Class 2003.,435.34,52,4,C-Class,2003,Elite Car Parts,True
Alternator,Brakes,SP2542,Nissan,High-quality Alternator suitable for Nissan Sentra 2012.,268.76,35,2,Sentra,2012,Quality Auto,True
Transmission Mount,Transmission,SP6581,Honda,High-quality Transmission Mount suitable for Honda Fit 2018.,377.66,59,1,Fit,2018,Quality Auto,True
Radiator,Suspension,SP2030,Volkswagen,High-quality Radiator suitable for Volkswagen Golf 2001.,664.86,37,5,Golf,2001,Precision Auto,True
Alternator,Exhaust,SP4174,Chevrolet,High-quality Alternator suitable for Chevrolet Traverse 2021.,966.82,78,5,Traverse,2021,Elite Car Parts,True
Battery,Brakes,SP4242,Hyundai,High-quality Battery suitable for Hyundai Sonata 2004.,956.4,48,5,Sonata,2004,FastTrack Motors,True
Serpentine Belt,Brakes,SP5494,Honda,High-quality Serpentine Belt suitable for Honda CR-V 2005.,913.06,100,3,CR-V,2005,Quality Auto,True
Spark Plug,Brakes,SP9815,BMW,High-quality Spark Plug suitable for BMW X5 2011.,345.27,58,4,X5,2011,Superior Parts Co.,True
AC Compressor,Exhaust,SP3484,Toyota,High-quality AC Compressor suitable for Toyota Highlander 2016.,590.57,6,1,Highlander,2016,Precision Auto,True
Fuel Injector,Suspension,SP3290,Toyota,High-quality Fuel Injector suitable for Toyota Corolla 2022.,965.18,92,1,Corolla,2022,Superior Parts Co.,True
Crankshaft Position Sensor,Body,SP2096,Toyota,High-quality Crankshaft Position Sensor suitable for Toyota Corolla 2003.,719.17,22,5,Corolla,2003,FastTrack Motors,True
Oxygen Sensor,Transmission,SP5283,Mercedes,High-quality Oxygen Sensor suitable for Mercedes E-Class 2008.,530.21,19,1,E-Class,2008,Elite Car Parts,True
Thermostat,Exhaust,SP3211,Hyundai,High-quality Thermostat suitable for Hyundai Tucson 2008.,749.22,29,2,Tucson,2008,Precision Auto,True
Crankshaft Position Sensor,Transmission,SP4982,Chevrolet,High-quality Crankshaft Position Sensor suitable for Chevrolet Equinox 2004.,652.57,1,2,Equinox,2004,Precision Auto,True
Thermostat,Cooling,SP1245,Nissan,High-quality Thermostat suitable for Nissan Sentra 2003.,631.35,69,2,Sentra,2003,Precision Auto,True
Power Steering Pump,Engine,SP1465,Ford,High-quality Power Steering Pump suitable for Ford Escape 2014.,244.61,84,4,Escape,2014,Precision Auto,True
Wheel Hub Assembly,Suspension,SP7939,Ford,High-quality Wheel Hub Assembly suitable for Ford Escape 2010.,293.06,14,2,Escape,2010,Quality Auto,True
Mass Air Flow Sensor,Engine,SP4039,Nissan,High-quality Mass Air Flow Sensor suitable for Nissan Maxima 2005.,221.01,10,2,Maxima,2005,FastTrack Motors,True
EGR Valve,Transmission,SP8338,Nissan,High-quality EGR Valve suitable for Nissan Frontier 2003.,225.32,44,3,Frontier,2003,Elite Car Parts,True
EGR Valve,Engine,SP7162,BMW,High-quality EGR Valve suitable for BMW 5 Series 2017.,155.98,72,5,5 Series,2017,Quality Auto,True
Radiator,Cooling,SP6199,Honda,High-quality Radiator suitable for Honda Pilot 2020.,476.24,4,5,Pilot,2020,Elite Car Parts,True
Radiator,Suspension,SP1895,Ford,High-quality Radiator suitable for Ford F-150 2010.,197.37,10,3,F-150,2010,Precision Auto,True
Exhaust Muffler,Brakes,SP4277,Volkswagen,High-quality Exhaust Muffler suitable for Volkswagen Atlas 2016.,127.96,9,3,Atlas,2016,Elite Car Parts,True
Fuel Pump,Cooling,SP7803,Chevrolet,High-quality Fuel Pump suitable for Chevrolet Camaro 2022.,211.13,29,2,Camaro,2022,Superior Parts Co.,True
Exhaust Muffler,Body,SP2789,Ford,High-quality Exhaust Muffler suitable for Ford Mustang 2021.,697.93,33,4,Mustang,2021,FastTrack Motors,True
AC Compressor,Cooling,SP4102,BMW,High-quality AC Compressor suitable for BMW 3 Series 2012.,409.19,14,4,3 Series,2012,Quality Auto,True
Exhaust Muffler,Suspension,SP1093,Volkswagen,High-quality Exhaust Muffler suitable for Volkswagen Tiguan 2010.,986.38,39,2,Tiguan,2010,FastTrack Motors,True
Throttle Body,Cooling,SP9889,Hyundai,High-quality Throttle Body suitable for Hyundai Sonata 2020.,346.09,35,4,Sonata,2020,Superior Parts Co.,True
CV Axle,Brakes,SP3457,Nissan,High-quality CV Axle suitable for Nissan Altima 2016.,329.16,78,3,Altima,2016,Elite Car Parts,True
Wheel Hub Assembly,Electrical,SP4061,BMW,High-quality Wheel Hub Assembly suitable for BMW 3 Series 2017.,83.22,14,3,3 Series,2017,Precision Auto,True
Exhaust Muffler,Suspension,SP1734,Toyota,High-quality Exhaust Muffler suitable for Toyota Tacoma 2003.,83.05,43,1,Tacoma,2003,Precision Auto,True
Thermostat,Brakes,SP2068,Hyundai,High-quality Thermostat suitable for Hyundai Elantra 2012.,916.28,7,3,Elantra,2012,Quality Auto,True
Exhaust Muffler,Transmission,SP8953,Mercedes,High-quality Exhaust Muffler suitable for Mercedes E-Class 2022.,22.43,54,4,E-Class,2022,Quality Auto,True
Heater Core,Brakes,SP4098,Toyota,High-quality Heater Core suitable for Toyota Camry 2015.,44.47,64,2,Camry,2015,Quality Auto,True
CV Axle,Brakes,SP5876,Kia,High-quality CV Axle suitable for Kia Sportage 2002.,777.76,77,2,Sportage,2002,Quality Auto,True
Transmission Mount,Exhaust,SP8814,Honda,High-quality Transmission Mount suitable for Honda CR-V 2013.,117.21,84,3,CR-V,2013,Superior Parts Co.,True
Timing Belt,Transmission,SP9359,BMW,High-quality Timing Belt suitable for BMW X3 2008.,686.1,50,1,X3,2008,Quality Auto,True
Tie Rod End,Exhaust,SP6007,Mercedes,High-quality Tie Rod End suitable for Mercedes GLE 2023.,470.68,49,1,GLE,2023,Precision Auto,True
Drive Shaft,Body,SP3545,Mercedes,High-quality Drive Shaft suitable for Mercedes GLC 2004.,205.87,90,1,GLC,2004,Precision Auto,True
Windshield Wiper Motor,Body,SP7301,Nissan,High-quality Windshield Wiper Motor suitable for Nissan Rogue 2014.,376.4,77,4,Rogue,2014,Superior Parts Co.,True
Oxygen Sensor,Electrical,SP5139,Mercedes,High-quality Oxygen Sensor suitable for Mercedes S-Class 2015.,819.95,5,1,S-Class,2015,Precision Auto,True
Clutch Kit,Exhaust,SP5320,Hyundai,High-quality Clutch Kit suitable for Hyundai Elantra 2021.,28.99,23,4,Elantra,2021,Precision Auto,True
AC Compressor,Transmission,SP1792,Toyota,High-quality AC Compressor suitable for Toyota Highlander 2018.,425.95,6,4,Highlander,2018,Quality Auto,True
Wheel Bearing,Exhaust,SP8420,Honda,High-quality Wheel Bearing suitable for Honda Accord 2001.,144.16,13,1,Accord,2001,Precision Auto,True
Radiator,Exhaust,SP7513,Chevrolet,High-quality Radiator suitable for Chevrolet Silverado 2002.,463.03,9,2,Silverado,2002,FastTrack Motors,True
Transmission Mount,Suspension,SP3760,BMW,High-quality Transmission Mount suitable for BMW 7 Series 2016.,563.35,30,2,7 Series,2016,Precision Auto,True
Drive Shaft,Cooling,SP1518,Volkswagen,High-quality Drive Shaft suitable for Volkswagen Atlas 2013.,855.07,93,5,Atlas,2013,Precision Auto,True
Radiator,Exhaust,SP7902,Chevrolet,High-quality Radiator suitable for Chevrolet Traverse 2010.,673.99,21,4,Traverse,2010,Precision Auto,True
CV Axle,Exhaust,SP4595,Toyota,High-quality CV Axle suitable for Toyota Tacoma 2018.,960.54,41,5,Tacoma,2018,FastTrack Motors,True
Ball Joint,Body,SP5754,Ford,High-quality Ball Joint suitable for Ford Escape 2023.,824.87,5,5,Escape,2023,Elite Car Parts,True
Starter Motor,Brakes,SP1158,Mercedes,High-quality Starter Motor suitable for Mercedes GLC 2017.,694.47,41,1,GLC,2017,Superior Parts Co.,True
Radiator,Transmission,SP2534,Ford,High-quality Radiator suitable for Ford Escape 2008.,385.19,46,4,Escape,2008,Precision Auto,True
Starter Motor,Transmission,SP6304,Honda,High-quality Starter Motor suitable for Honda Pilot 2003.,625.3,36,3,Pilot,2003,Superior Parts Co.,True
Wheel Hub Assembly,Suspension,SP9776,Chevrolet,High-quality Wheel Hub Assembly suitable for Chevrolet Silverado 2014.,471.88,29,3,Silverado,2014,Superior Parts Co.,True
Ignition Coil,Brakes,SP9525,Chevrolet,High-quality Ignition Coil suitable for Chevrolet Camaro 2012.,347.74,40,4,Camaro,2012,Superior Parts Co.,True
Oxygen Sensor,Body,SP7932,BMW,High-quality Oxygen Sensor suitable for BMW X5 2019.,191.55,50,5,X5,2019,Elite Car Parts,True
Thermostat,Body,SP7448,Ford,High-quality Thermostat suitable for Ford Explorer 2007.,285.03,85,1,Explorer,2007,Precision Auto,True
CV Axle,Brakes,SP9947,Ford,High-quality CV Axle suitable for Ford Mustang 2011.,979.35,10,1,Mustang,2011,Precision Auto,True
Thermostat,Electrical,SP7855,Honda,High-quality Thermostat suitable for Honda Fit 2022.,504.75,94,3,Fit,2022,Precision Auto,True
Exhaust Muffler,Suspension,SP3998,Honda,High-quality Exhaust Muffler suitable for Honda Civic 2018.,83.11,1,2,Civic,2018,Superior Parts Co.,True
Headlight Bulb,Engine,SP8322,BMW,High-quality Headlight Bulb suitable for BMW 7 Series 2009.,103.05,74,2,7 Series,2009,Elite Car Parts,True
AC Compressor,Cooling,SP9093,Mercedes,High-quality AC Compressor suitable for Mercedes E-Class 2007.,264.08,96,2,E-Class,2007,Superior Parts Co.,True
Crankshaft Position Sensor,Brakes,SP5248,Chevrolet,High-quality Crankshaft Position Sensor suitable for Chevrolet Camaro 2016.,438.34,45,4,Camaro,2016,Quality Auto,True
AC Compressor,Body,SP9055,Kia,High-quality AC Compressor suitable for Kia Sportage 2012.,636.94,93,4,Sportage,2012,Precision Auto,True
Thermostat,Brakes,SP7959,BMW,High-quality Thermostat suitable for BMW 5 Series 2016.,473.91,74,5,5 Series,2016,Quality Auto,True
Transmission Mount,Electrical,SP3492,Chevrolet,High-quality Transmission Mount suitable for Chevrolet Traverse 2005.,993.32,56,5,Traverse,2005,Elite Car Parts,True
Brake Pads,Brakes,SP8211,Hyundai,High-quality Brake Pads suitable for Hyundai Elantra 2023.,769.81,16,1,Elantra,2023,Precision Auto,True
EGR Valve,Transmission,SP4498,Kia,High-quality EGR Valve suitable for Kia Forte 2005.,802.7,17,4,Forte,2005,FastTrack Motors,True
Water Pump,Body,SP7929,Hyundai,High-quality Water Pump suitable for Hyundai Elantra 2005.,902.51,11,1,Elantra,2005,Elite Car Parts,True
EGR Valve,Body,SP9980,Kia,High-quality EGR Valve suitable for Kia Telluride 2001.,214.31,40,2,Telluride,2001,Superior Parts Co.,True
CV Axle,Cooling,SP6618,Toyota,High-quality CV Axle suitable for Toyota Camry 2011.,675.86,72,2,Camry,2011,Precision Auto,True
Windshield Wiper Motor,Cooling,SP6806,Hyundai,High-quality Windshield Wiper Motor suitable for Hyundai Santa Fe 2015.,993.32,29,4,Santa Fe,2015,Quality Auto,True
Spark Plug,Body,SP8181,Nissan,High-quality Spark Plug suitable for Nissan Altima 2012.,444.84,61,3,Altima,2012,Precision Auto,True
Mass Air Flow Sensor,Transmission,SP7956,Mercedes,High-quality Mass Air Flow Sensor suitable for Mercedes GLC 2015.,691.06,43,1,GLC,2015,Precision Auto,True
Ignition Coil,Engine,SP8085,Mercedes,High-quality Ignition Coil suitable for Mercedes E-Class 2016.,627.84,61,4,E-Class,2016,Superior Parts Co.,True
Ignition Coil,Electrical,SP7431,Kia,High-quality Ignition Coil suitable for Kia Forte 2001.,918.76,58,4,Forte,2001,Superior Parts Co.,True
Oil Filter,Engine,SP2983,BMW,High-quality Oil Filter suitable for BMW X3 2006.,261.21,66,5,X3,2006,Superior Parts Co.,True
Battery,Electrical,SP1747,Honda,High-quality Battery suitable for Honda Fit 2001.,87.88,47,5,Fit,2001,FastTrack Motors,True
Battery,Exhaust,SP7794,BMW,High-quality Battery suitable for BMW X5 2016.,200.87,74,2,X5,2016,Superior Parts Co.,True
Power Steering Pump,Body,SP1862,Mercedes,High-quality Power Steering Pump suitable for Mercedes E-Class 2022.,826.61,56,3,E-Class,2022,Superior Parts Co.,True
Thermostat,Exhaust,SP8920,Kia,High-quality Thermostat suitable for Kia Sorento 2021.,861.06,32,4,Sorento,2021,Elite Car Parts,True
Brake Pads,Exhaust,SP8323,Chevrolet,High-quality Brake Pads suitable for Chevrolet Camaro 2022.,726.43,8,2,Camaro,2022,Precision Auto,True
Mass Air Flow Sensor,Transmission,SP2996,Honda,High-quality Mass Air Flow Sensor suitable for Honda CR-V 2007.,82.36,61,5,CR-V,2007,Quality Auto,True
Timing Belt,Body,SP9522,Chevrolet,High-quality Timing Belt suitable for Chevrolet Malibu 2014.,111.03,11,3,Malibu,2014,Superior Parts Co.,True
Crankshaft Position Sensor,Electrical,SP3980,Chevrolet,High-quality Crankshaft Position Sensor suitable for Chevrolet Equinox 2021.,53.5,43,4,Equinox,2021,FastTrack Motors,True
Strut Assembly,Body,SP3807,Volkswagen,High-quality Strut Assembly suitable for Volkswagen Golf 2013.,97.36,75,4,Golf,2013,FastTrack Motors,True
Starter Motor,Transmission,SP1808,Honda,High-quality Starter Motor suitable for Honda Accord 2008.,575.47,41,5,Accord,2008,Quality Auto,True
Alternator,Electrical,SP5534,Honda,High-quality Alternator suitable for Honda Pilot 2019.,262.32,90,4,Pilot,2019,Precision Auto,True
Strut Assembly,Exhaust,SP6868,Ford,High-quality Strut Assembly suitable for Ford Mustang 2017.,404.85,42,2,Mustang,2017,Elite Car Parts,True
Spark Plug,Electrical,SP1373,BMW,High-quality Spark Plug suitable for BMW 7 Series 2004.,905.17,45,5,7 Series,2004,FastTrack Motors,True
Brake Rotor,Body,SP8250,Honda,High-quality Brake Rotor suitable for Honda Pilot 2021.,476.07,70,5,Pilot,2021,Quality Auto,True
Thermostat,Body,SP1390,Nissan,High-quality Thermostat suitable for Nissan Altima 2018.,98.05,74,2,Altima,2018,Elite Car Parts,True
Alternator,Brakes,SP7188,Honda,High-quality Alternator suitable for Honda Pilot 2002.,106.82,56,4,Pilot,2002,Elite Car Parts,True
Radiator,Electrical,SP2669,Nissan,High-quality Radiator suitable for Nissan Maxima 2004.,24.97,33,2,Maxima,2004,FastTrack Motors,True
Exhaust Muffler,Cooling,SP7146,Hyundai,High-quality Exhaust Muffler suitable for Hyundai Elantra 2018.,581.26,2,1,Elantra,2018,Quality Auto,True
Shock Absorbers,Electrical,SP2462,BMW,High-quality Shock Absorbers suitable for BMW 7 Series 2021.,421.6,31,4,7 Series,2021,Precision Auto,True
Battery,Suspension,SP8530,BMW,High-quality Battery suitable for BMW 3 Series 2004.,915.75,84,2,3 Series,2004,Superior Parts Co.,True
Clutch Kit,Brakes,SP8460,BMW,High-quality Clutch Kit suitable for BMW X3 2012.,462.0,81,3,X3,2012,Precision Auto,True
Air Filter,Cooling,SP3192,Mercedes,High-quality Air Filter suitable for Mercedes S-Class 2023.,286.58,46,2,S-Class,2023,Quality Auto,True
Transmission Mount,Suspension,SP3223,Volkswagen,High-quality Transmission Mount suitable for Volkswagen Atlas 2001.,447.78,5,4,Atlas,2001,FastTrack Motors,True
Thermostat,Body,SP7745,Chevrolet,High-quality Thermostat suitable for Chevrolet Camaro 2003.,231.61,80,2,Camaro,2003,Precision Auto,True
Coolant Hose,Engine,SP7892,Hyundai,High-quality Coolant Hose suitable for Hyundai Palisade 2020.,859.01,18,4,Palisade,2020,Elite Car Parts,True
EGR Valve,Body,SP9417,Hyundai,High-quality EGR Valve suitable for Hyundai Sonata 2002.,508.9,46,2,Sonata,2002,Precision Auto,True
Strut Assembly,Suspension,SP1299,Hyundai,High-quality Strut Assembly suitable for Hyundai Santa Fe 2001.,819.6,36,3,Santa Fe,2001,Superior Parts Co.,True
Drive Shaft,Electrical,SP7363,Nissan,High-quality Drive Shaft suitable for Nissan Altima 2003.,558.75,49,1,Altima,2003,Quality Auto,True
Tie Rod End,Transmission,SP5361,BMW,High-quality Tie Rod End suitable for BMW 5 Series 2008.,775.89,43,2,5 Series,2008,Elite Car Parts,True
Thermostat,Engine,SP4279,Hyundai,High-quality Thermostat suitable for Hyundai Sonata 2015.,692.65,39,3,Sonata,2015,Superior Parts Co.,True
Coolant Hose,Transmission,SP9069,Toyota,High-quality Coolant Hose suitable for Toyota Camry 2017.,822.52,62,1,Camry,2017,FastTrack Motors,True
Air Filter,Cooling,SP9399,Volkswagen,High-quality Air Filter suitable for Volkswagen Atlas 2020.,178.13,64,4,Atlas,2020,FastTrack Motors,True
Crankshaft Position Sensor,Electrical,SP9192,Toyota,High-quality Crankshaft Position Sensor suitable for Toyota Highlander 2006.,525.15,57,5,Highlander,2006,Superior Parts Co.,True
Ball Joint,Cooling,SP4454,Kia,High-quality Ball Joint suitable for Kia Telluride 2008.,245.92,26,4,Telluride,2008,Precision Auto,True
Drive Shaft,Brakes,SP4283,Volkswagen,High-quality Drive Shaft suitable for Volkswagen Jetta 2014.,160.36,87,1,Jetta,2014,Quality Auto,True
Brake Pads,Suspension,SP9067,Honda,High-quality Brake Pads suitable for Honda CR-V 2003.,442.72,22,5,CR-V,2003,Superior Parts Co.,True
Fuel Injector,Suspension,SP4753,BMW,High-quality Fuel Injector suitable for BMW X3 2021.,36.45,82,3,X3,2021,Precision Auto,True
Drive Shaft,Cooling,SP8658,Toyota,High-quality Drive Shaft suitable for Toyota Camry 2013.,739.77,7,1,Camry,2013,Precision Auto,True
Brake Pads,Cooling,SP1049,Mercedes,High-quality Brake Pads suitable for Mercedes S-Class 2011.,748.81,36,2,S-Class,2011,Quality Auto,True
Heater Core,Suspension,SP4869,Hyundai,High-quality Heater Core suitable for Hyundai Elantra 2014.,648.82,58,3,Elantra,2014,Elite Car Parts,True
Wheel Hub Assembly,Electrical,SP9475,Hyundai,High-quality Wheel Hub Assembly suitable for Hyundai Tucson 2000.,292.83,35,3,Tucson,2000,Precision Auto,True
Strut Assembly,Engine,SP5092,Toyota,High-quality Strut Assembly suitable for Toyota RAV4 2020.,999.83,5,2,RAV4,2020,Elite Car Parts,True
Catalytic Converter,Electrical,SP5203,Honda,High-quality Catalytic Converter suitable for Honda Accord 2012.,833.24,52,1,Accord,2012,Quality Auto,True
Exhaust Muffler,Exhaust,SP9096,Ford,High-quality Exhaust Muffler suitable for Ford F-150 2016.,42.95,86,4,F-150,2016,FastTrack Motors,True
